DATE,MARKET,VENDOR,BAND,Cell Traffic (kbytes),Cell Used PRB,Cell Spectral Efficiency (bps/Hz),UE Traffic (kbytes),UE Active Time (s),UE Tput (kbps),Total cell count,Total Spectrum in MHz
08/05/2017,New Mexico,ALU,2300,15885148844.0,6.01920626991e+11,1.1729231125,10857561258.0,8719923.45,9961.15281997,210,2100
08/05/2017,North Dakota,ALU,2300,1386308817.0,65524675641.3,0.940313318562,959802596.352,577364.618,13299.0843766,23,230
08/05/2017,Northern MI,ALU,2300,7357258402.0,1.98982001456e+11,1.64331075132,3765405429.76,2162691.799,13928.5881844,86,860
08/05/2017,Northern OH,ALU,2300,60947752925.0,1.85912078138e+12,1.45702691618,38814800294.9,30451360.422,10197.1930993,515,5150
08/05/2017,Oregon,ALU,2300,62107876059.0,2.01346975733e+12,1.37094189621,38635894805.5,25751689.503,12002.5972823,643,6430
08/05/2017,Outstate MI,ALU,2300,28206968082.0,1.40394462351e+12,0.892943357506,16772035289.1,10440607.766,12851.386176,482,4820
08/05/2017,Philadelphia,ALU,2300,99592549674.0,2.51278525133e+12,1.76152559743,64698629651.4,55639413.999,9302.56090082,792,7920
08/05/2017,South Dakota,ALU,2300,2005986120.0,76928984479.7,1.15892519925,1299044303.87,702394.463,14795.6098438,34,340
08/05/2017,Southern OH,ALU,2300,83613327440.0,3.94714565793e+12,0.941477261867,56885795016.7,46956522.21,9691.65386862,910,9100
08/05/2017,St. Louis MO,ALU,2300,80481251873.0,2.3230723278e+12,1.53974737889,50371589522.4,42648941.613,9448.59827557,808,8080
08/05/2017,Utah,ALU,2300,23134489973.0,8.15610007537e+11,1.26065097884,15700241676.3,10529919.043,11928.1005768,260,2600
08/05/2017,Washington,ALU,2300,1.37271291048e+11,4.33454681122e+12,1.40751652583,82593765452.8,72056550.098,9169.882859,1567,15670
08/05/2017,Washington DC,ALU,2300,1.04346183655e+11,3.11339783286e+12,1.48956490992,66470007284.7,63715497.921,8345.85109791,779,7790
08/05/2017,Wisconsin,ALU,2300,3355918838.0,1.57404400078e+11,0.947571657983,1854745545.73,1081165.218,13724.0489416,71,710
08/05/2017,Wyoming,ALU,2300,4424046022.0,2.46879331148e+11,0.796438757065,2324409891.84,1460067.615,12735.9027374,158,1580
07/01/2017,Arizona,ALU,AWS,2.01015671749e+11,4.92852531024e+12,1.81271867205,1.39365017917e+11,160420853.66,6949.97014355,1028,10095
07/01/2017,Central Illinois,ALU,AWS,1702502077.0,29682335751.2,2.5492184851,1312020489.22,1893785.426,5542.4251183,6,60
07/01/2017,Colorado,ALU,AWS,3.87876213595e+11,1.37272650138e+13,1.25581773275,2.44239251037e+11,281420525.668,6943.0401484,1924,28035
07/01/2017,Harly,ALU,AWS,13053354231.0,3.03496100818e+11,1.91155364227,8413146156.03,7823867.188,8602.54496031,146,940
07/01/2017,Idaho,ALU,AWS,39151032144.0,9.33062311618e+11,1.86487638757,27990527446.0,40490070.474,5530.34897067,211,1625
07/01/2017,Iowa,ALU,AWS,75544507445.0,1.92940260835e+12,1.74019338924,47771364860.9,46769790.861,8171.31981674,632,5765
07/01/2017,Iowa-PART,ALU,AWS,102826437.0,2523901700.1,1.81071389052,75629385.728,50982.899,11867.4123616,3,15
07/01/2017,Kansas City KS,ALU,AWS,3.77051166185e+11,1.04229690053e+13,1.60777889675,2.61212206656e+11,316543827.199,6601.60607693,2323,21870
07/01/2017,Las Vegas,ALU,AWS,1.83438368661e+11,5.12740610445e+12,1.59004693969,1.34566299359e+11,210181194.728,5121.91586058,680,6800
07/01/2017,Maryland,ALU,AWS,1.27041177443e+11,3.12410300374e+12,1.80732662984,85938321051.7,89048417.455,7720.59277483,665,6035
07/01/2017,Minnesota,ALU,AWS,2.10924028438e+11,6.15487012699e+12,1.5230867704,1.36819385193e+11,149150389.198,7338.60023721,1791,14230
07/01/2017,Montana,ALU,AWS,55991588382.0,1.50853057666e+12,1.64962850452,35016688224.2,40142027.179,6978.55901858,312,2790
07/01/2017,NYC West,ALU,AWS,52675464478.0,1.62033018681e+12,1.44484857077,35144040050.7,30395365.58,9249.8417124,247,2470
07/01/2017,Nebraska,ALU,AWS,28203859776.0,6.66308516045e+11,1.88126798435,17519520899.1,21845753.77,6415.71669571,372,3105
